812	2112	690	358	8197
6285	3180	6409	8489	8601
262	160	2727	9495	1732
6446	9751	2943	130	4068
837	5859	1706	4708	2749
1816	1728	5174	8009	9308
9033	1795	1343	636	6542
6331	5445	322	9305	6057
9667	5434	9262	1546	7907
782	7032	9120	4933	9197
3692	1904	974	5141	3432
1745	9802	8388	3070	6792
3139	4005	5389	4283	6674
1602	9710	1872	6142	8996
8386	6539	4626	888	9440
1702	3800	6010	2253	9340
6156	1817	753	1051	2526
1047	7943	7952	1136	3809
9085	6141	9673	4091	4927
6059	7865	4397	4209	504
9994	4342	2345	4569	5311
9266	3413	4218	5513	4232
5038	4665	9627	4951	5084
5919	4900	1286	8055	1606
4859	8599	5907	1253	5168
6684	9617	5465	5078	2368
4834	6236	6675	8316	8965
4348	4439	1992	8396	1192
3897	3868	1348	1748	7672
3681	6313	8365	3924	6898
5802	4479	7158	9941	4773
7655	2536	3845	1112	5902
5856	5443	1059	4910	6289
2122	6750	6055	9526	52
358	7767	4388	7939	3292
2350	4404	9181	1030	4679
8642	8068	3582	9530	9064
6279	9136	1096	8912	7092
3770	1784	210	5165	9509
4644	9025	1123	3908	6603
9134	2577	6476	2239	1076
472	2358	7260	8017	4510
2606	3549	1613	7694	4052
4024	3809	5931	5103	955
4873	5963	682	1206	8016
4895	3712	9792	1231	9235
2118	5069	650	8826	551
9803	8471	7366	2133	5132
6509	6992	7709	5624	9325
4520	5080	4421	6279	6198
2726	9845	3640	3386	4198
8084	9598	5542	9096	858
2980	5347	4935	2989	8191
8375	8176	260	5210	516
1621	3601	5444	7972	7854
1421	2108	2761	2538	7493
5205	7965	3285	8746	1715
2937	1821	1939	7540	7058
6199	6852	2376	4242	4073
6327	1646	4633	1040	6082
8595	4598	4126	2729	5658
5474	3612	8116	4193	420
2670	181	6297	2564	1616
8053	7525	6430	2183	8647
6199	6888	5913	9771	6052
9777	1827	7666	1722	626
768	2045	604	375	2758
573	7076	3216	3885	7332
7123	1441	4329	2932	6913
2710	4623	1622	7825	1905
8343	7913	5238	3284	7170
8738	7020	392	205	2524
2104	990	1240	2250	5258
523	5187	8044	6114	239
1033	1727	5261	1480	2527
9721	4249	8896	7209	2296
1423	6888	2454	3566	4295
2441	3667	186	9412	1319
6361	1906	1218	8618	4377
6146	9866	6741	8768	8533
8108	4488	2976	6673	5298
4495	5473	8849	1659	1071
6063	1814	1240	8675	1373
8062	2463	5558	3496	6884
1402	4644	1865	3200	3987
1056	1871	1671	260	9690
6273	9227	4097	6098	9060
7535	9011	5609	3775	6162
8619	7297	1170	7771	7949
3220	2812	2059	645	8688
3014	9194	1665	607	1223
6150	2195	3996	403	6157
28	3576	3233	1235	4745
3409	7693	3328	2910	5625
900	9760	975	1116	5986
6132	2744	6405	5957	7995
7677	5301	2339	6833	4768
9564	2438	3099	6486	5342
2288	3817	5678	2078	5430
171	4627	5935	735	2599
4712	5355	778	7282	2328
8571	4865	2295	8464	8556
1137	3692	7680	4622	5690
4245	9745	4870	4787	8774
9486	280	4886	9034	5866
5813	1268	4681	5191	1517
7947	4659	8418	5557	479
2354	7739	7603	7375	8552
5099	548	3697	2518	5352
3983	1874	3074	7519	517
2744	480	541	3310	9716
4991	9981	4553	1709	1975
8894	910	3783	7883	269
8801	5356	3905	7581	8524
2899	1366	6832	7901	9452
6154	8857	663	1373	9824
3914	7672	4310	3663	4356
464	1144	3730	4038	3612
9151	9179	7523	9505	9766
4293	7420	896	3539	5653
9648	9147	5998	6758	5573
8580	1879	879	2158	1508
977	2168	5287	7069	5829
3540	5549	4193	3775	4591
8164	9148	1888	7035	5433
1725	4657	9961	8652	9064
2859	9925	1360	4778	8308
6694	1214	7921	5774	4985
2733	1310	9049	3326	929
593	3065	3419	4722	5134
3508	327	3334	4562	4976
3866	7137	260	1726	7047
5181	3807	6155	866	9021
4173	9494	700	1929	6301
2180	2734	8201	773	537
4371	963	1108	7500	6382
9111	7968	8094	405	5829
5863	5378	3697	977	9220
7398	5843	4086	6067	1905
6925	301	3425	4484	6845
4140	7436	3579	375	7317
2956	6434	1128	8436	9999
6075	6138	9810	8906	3531
5025	1037	3491	3125	9264
3047	2730	5884	351	6251
582	6733	3439	4094	936
162	1113	6987	598	9630
2665	6141	8680	2875	7219
1900	394	8370	267	3546
2124318	6736555	3099092	1390336	3639900
1075859	1969424	2185789	5674132	6395532
9782216	4758328	5902715	8765350	1675304
9373104	6554234	9592301	8080838	3079667
887008	1777885	6059320	8700549	6716607
5758992	1324419	7655088	3830254	9098377
1984459	2366975	2464798	7370568	156231
229001	755418	7552216	100988	1647462
1552242	8422716	8170074	5401364	3566443
6736302	6811144	6778698	9454680	2714239
5497766	9629514	7305562	7306683	363259
2319661	563305	244839	8489556	1584896
2178644	1519321	5318706	3461445	2713315
6225257	7251950	6816994	4117664	92291
2172033	8911601	1283371	3102702	2178372
9150482	4996057	6633195	5785045	1147673
9975144	1384300	1009732	3874082	1210948
9515952	166529	2962599	6562506	1676202
8602715	9273199	3042507	2352516	9952936
3878607	4529339	4508610	4060440	7275814
252042	9660678	6641217	7046886	1009346
5379422	5231266	1532235	9233024	1529373
9405833	8649533	4302906	9237736	2530119
7751143	5001375	1475001	9482227	8440960
8292675	2887163	4711467	9821243	7426816
1385359	2343195	1842578	7864709	8877158
5748893	2184181	1665498	296319	6362551
7983628	2382318	1327427	3838009	5101076
855771	5168910	4456548	8913113	4517489
736376	6585762	6080755	8551773	6900510
5417239	6866644	3438970	4781590	2835517
1094453	2970418	5673963	2643027	394076
2635907	9891217	9753016	8583336	9259735
9452591	4241175	7982332	3104137	1093526
5765497	1948041	4063534	5507270	9728143
6988379	9298742	9035524	3266998	9274382
8366165	2462591	9911362	7829642	3523347
5848318	6893098	3823485	8385541	3520416
3195064	1353447	2818563	9600630	2122916
4757192	3870805	986586	8754998	7507137
8190382	3998590	2573589	4354281	5752887
7430449	5241983	4317638	4222743	7752814
1192124	7213416	3186098	9831892	1931603
7296179	9496595	3032881	5038276	2211745
1139568	2316095	7927576	2969943	6539123
9286607	6344627	7998860	583602	5096623
2182659	701688	3277259	1163325	9399116
5454751	4512631	7357860	1044217	6638234
8292598	3732161	6357206	4146643	7005043
3239971	2619454	607077	4949410	8811709
7779386	5812723	2185148	4467898	3443441
2342891	1237911	2198097	3611664	8152750
4410173	4557060	3791887	3269545	7386261
2233183	469282	4295778	267194	544146
9937320	8122424	7240108	5615116	9062943
5860197	8234151	537699	4381624	6807732
2886274	9450099	8096411	4647859	8950336
3608971	6524360	3378968	3366451	6554403
2228992	4969943	6672042	9019798	7298770
6633540	8946590	3880110	6789288	3066689
1880844	6276249	9247854	1482445	7718788
6284551	6424214	4634039	4826367	2544653
219682	181673	2032027	9147348	312519
8414471	8202343	6884869	8905869	5722792
9804391	4105295	2448113	8480934	2844371
7894760	5293249	3845453	7188319	9184210
8828730	7481288	878961	5697662	4480726
3069809	6115627	3504923	5674034	4884963
8767284	9473438	2378437	8775819	1844685
2870930	8265700	3091492	7740668	7419342
3428299	8450845	1878792	9346511	7138458
8611780	9044906	5061990	3850390	7272772
8270032	9384044	8263080	6541314	8125625
7986865	2403495	1186095	1537725	2991756
8345879	5793566	7669430	2885800	2993910
5049052	1219800	8482441	558036	442393
8904039	9517902	4740538	8476868	7357294
6831340	529882	8551931	2346786	6754177
5047286	2384431	9592680	8634223	6239526
2897182	9505881	6725433	6341194	4071308
8809215	4796382	6248301	7313275	1922899
5743576	8038290	3979988	4699080	8276900
7572861	6413916	3234436	915626	4179233
1025905	4999840	7288774	3534524	3148308
7347882	7410371	6512066	6870295	4786568
1452333	3337357	3864159	6872295	8068495
4896812	7584162	803703	7954826	7965873
1418943	2356819	3805754	6959976	2426487
4863438	8671785	1789301	1282743	1161855
9645275	3853409	2929758	1111886	3894103
3014979	8700482	6806244	9563517	2151094
1373973	7058080	4806696	6909704	4276569
3832129	4708848	4292900	7612031	9965393
5463595	184310	8807190	7288018	4849968
2565744	7785012	5444610	3204809	687199
7155586	1764286	9256672	6759461	5451590
2892260	71243	9236575	6179558	9411452
7188601	6535346	6772253	2109526	2259169
5381225	2543940	6359401	6338286	5815284
1073488	1057209	7003307	4282024	8720525
9495066	5757510	466439	8423339	6902388
8458443	3759435	456282	7811085	973530
8996217	6899139	8724049	873121	3362980
9209467	1178723	4489544	8481614	6212798
5185553	85955	3439713	84090	3489210
8195554	9910417	8238231	2991584	3058200
3129853	3323560	3622174	776253	631614
9528795	7258971	1253543	205348	5933169
295263	4535799	375037	3907297	5709470
9542589	5269768	1247902	4667165	2706282
8788328	373379	3326147	9907549	5507622
7366077	1497418	7613569	5120483	4111095
3180588	8467017	4973628	9964604	5193884
695466	8451772	4993696	1493388	5397195
9605340	1736823	4920578	7764661	7318096
6694465	3906914	929223	5604063	3307472
5896850	597416	8172169	9908458	5921996
8283261	7673052	870410	9047095	3992579
8951878	5866745	4453063	3165999	9656920
6963530	550335	4956750	7388964	6273462
9352576	4406103	287469	9803184	2977313
3860043	7757018	4518038	9669060	9277765
9252739	1422980	1336702	5892187	6134983
159671	4605024	6735881	1466184	5167334
3006573	7770581	5725983	7831941	8919675
8817549	6909591	8095954	8697261	6186390
3095078	5174964	401385	6369266	896466
1109210	1598011	5218938	6698414	9959786
506696	209635	5715472	4759980	155644
5137590	808275	8138680	3235336	6089884
7055097	8670123	7294839	4549595	6315025
9231548	7682591	1470072	4190146	7169781
4542486	883934	1321984	1043190	649394
5172860	9402271	5939876	1160898	5512619
5417274	4217282	6559321	7531805	482484
6356197	3770124	7717591	3002304	3405820
7821616	2855153	4335338	7858119	7851586
4363430	8515477	4939431	8650169	9384329
6544352	9850009	4346956	727036	4332425
2128160	334357	7882127	5484922	4202258
7821810	5155805	2452962	5496929	7431617
7482478	398931	9631949	2671313	3816062
2668034	9282522	5932197	802294	9629809
5215875	5659720	4532132	3543364	7231825
5417436	4432819	2408666	1013032	8530663
6790697	1084980	7897868	9065036	8452816
5316746	6776024	9131882	6595131	7757590
3041308	4745268	8375264	6542108	8837785
5659569	6801381	5031508	9190064	6187657
6957429	501677	1423645	9226971	4712212
163554	1656149	8072396	3075390	2932752
2419978	2935197	474766	755602	1393624
7981367	2569614	8480349	8607088	8762460
8525021	2701894	6059670	6308432	4821274
6334467	6297238	840425	4307721	6825768
1966745	5839799	8614058	2095681	731999
1380938	9703387	9703209	571545	4874270
2205480	1633915	3257934	372855	2571776
5719947	2035200	2947941	9471938	2531035
1271147	812352	7978595	7502753	213869
8026282	1436804	3947277	4406113	5305496
8848695	7843348	8016386	5417287	2778506
373883	3451637	4207154	2804962	427840
5859101	65786	4455568	7506673	1292348
5513401	1758772	5299708	5899882	3605447
4040322	5956923	717109	5167337	6619331
5932738	7060465	9036025	5645524	1314374
1549418	8761850	9628717	565034	3321144
2375327	9085092	746707	4881129	2080985
9493736	2619955	2698465	7702696	1767868
2429129	4864957	5594553	6290513	5638800
3376834	7027849	8979716	123820	2606536
8100804	94219	6608039	5135700	2828133
2361221	399943	8794907	1141352	339405
3089311	1423620	3077990	284970	7832151
8652490	6175952	4424374	3847605	9677461
9672810	4492462	5463611	8854307	1853659
8495130	422131	7009376	2400558	6385108
9368442	6654618	4972365	6880426	6585450
32352	7915335	4110833	1939534	7543655
9532341	5048855	4987040	1682861	2374732
7724555	9175591	2549116	7166021	4529905
1262786	5494792	450968	7545110	3887938
9576624	8670867	4395336	5097516	1517679
4698199	2791667	2211804	9797130	3147180
2298123	4783338	9099636	6605736	4812716
506651	9222428	109219	5820948	3954619
9850811	472891	5272946	403794	78325
5042614	7088193	6585404	8706360	7343720
613370	3633719	2101589	9769925	4626125
3485163	8671599	378625	9017335	1377039
9131716	8700325	7244305	2126384	2428757
8831752	6200054	6793591	7879251	5416755
1198870	6008583	3405999	1474334	5849463
5513789	2354718	4507281	46772	8630868
5689627	7086481	951762	4568981	725430
7590561	6125884	5359090	3067583	7203514
5374393	703445	4703896	327646	8302844
8827244	9356890	3291679	5845356	3496852
6433013	7289388	1360710	966147	8095250
4985733	4445441	6689843	2396837	6374122
6913801	1456029	5263843	6561176	125675
511323	5448861	3045148	7634727	9372985
3453133	3504059	8243741	8652812	7482460
1890817	371502	2929902	7151427	8548560
6263281	967758	1195617	1275575	8880329
7950111	2892900	4589457	3787313	8617530
6479453	7075738	9211993	8979181	1122803
9908695	1895754	9057800	262110	9165739
8329562	6117987	9445346	4483029	1067646
5592573	8169485	1744987	6433154	477155
2069522	4982706	2597367	9826585	1151072
4286424	5330053	2445441	6624924	8791304
6471940	3352457	3182275	1309384	1973171
8324066	632162	4031884	9146278	1280803
873714	7448121	4123516	4973963	416219
1029795	3711161	9362747	1696519	2732625
8980345	8207254	8109476	1218201	7278501
5365183	2448711	8245285	4452066	8323536
6074463	4889146	4496841	967855	5975482
8035487	946652	1056200	2886828	7207907
4772778	8757824	864245	5106636	7465048
2919200	7655413	3656942	9310099	4138933
5418721	9890540	3172503	8759886	8090336
8201845	8006929	7539410	5048828	9067608
7435732	9320036	5259357	6990687	131303
5025722	2382078	6899448	6856436	3792572
8118096	6174316	9984678	5322790	1021067
6842670	8017002	130006	320314	4201718
4594569	3290585	2024130	1501099	3661872
3550180	2356848	6890661	4943952	7624686
303614	4929037	3708407	2835762	2900212
119903	415705	1145573	4463778	2295180
3791247	8713415	6680008	5675999	2243855
3014417	946238	9216581	2907518	2058742
7571554	4245789	6984147	953887	528792
8480614	6215728	1144675	5338175	6287054
2513362	6465907	5138039	1506877	8426959
748844	5582824	3089426	7763578	5089245
2893216	8970086	4285490	6722107	9114672
2011750	2682777	2035441	6608583	8056808
3016363	5236164	6964984	2052935	4021485
5536248	901876	5124151	4341822	6132165
2736155	282675	9768332	2867381	6923547
1964245	2891219	4577486	2116453	1253678
7185867	5353407	1709008	4489320	7366682
4786088	7189141	532810	7506733	7350125
9849736	1107713	8968200	2663152	1121917
9330731	6453347	370617	765538	9332339
256609	6752138	1348139	4684418	6249308
506805	2972140	2640303	6331546	7743433
5119983	4374805	354226	307024	8887009
9771493	4869489	2201889	403897	6874169
3895241	1239852	59872	8991675	4151311
1356978	3917157	3902574	5485030	4315927
6690210	8150821	8171576	8800093	666539
9610	2753	6481	4044	4940
3568	1027	4970	8750	1108
695	7270	5637	1031	2883
9569	8426	4855	4314	8129
9897	1085	8553	708	1746
4937	5906	1907	3627	1015
6321	710	1716	4621	2627
9296	124	7867	9830	8720
9152	8917	91	3643	3390
5878	554	3841	1971	8093
5694	7056	2349	4120	8338
8142	2310	591	5878	5862
2072	7084	4027	9863	9890
1129	8004	4653	6317	3500
7781	4382	7950	5030	4274
8532	9475	1642	8546	5483
6074	477	7940	7661	8126
5784	4127	7731	9934	2982
3718	9203	127	1037	8263
7960	4639	250	1236	9188
793	5969	6952	6477	537
6820	9762	6665	1382	762
4468	9902	5697	8518	7106
917	1082	9882	5469	1661
390	4024	4689	5554	357
5483	2110	1512	438	2583
4650	2158	4368	4955	8467
7963	1475	380	4827	4630
3646	8402	8617	7942	2344
5890	9810	9269	9330	7816
3115	4246	4930	5557	8376
97	5628	6263	4881	8526
4086	957	9488	5764	2200
4476	7177	7591	4146	9849
5122	3676	7796	7203	8634
9825	1149	8209	781	7373
9245	2767	3389	8783	3079
4680	2034	5997	5726	3303
9867	8850	7475	6085	2687
6631	1153	4878	8589	264
2047	2449	5339	5215	4496
6384	3728	5745	7008	5916
8936	8986	3097	7095	7387
7140	6465	9840	1262	4945
43	6018	8317	660	221
1054	9642	2668	3333	9529
6184	2194	2838	5276	9266
3230	102	1220	9559	7774
3269	8773	8184	959	713
5701	3618	6418	5238	2552
7333	3821	2642	3961	3829
9534	7458	539	3776	7463
9658	5041	1294	7352	1245
9348	9221	2546	4471	4035
7543	5937	8387	1587	4220
7471	4049	4288	9264	1778
9085	1269	9597	5527	8810
1588	1919	9997	6603	7565
2551	7718	3750	4606	4511
8802	9671	9795	6048	5132
9784	9837	1423	1154	8030
3286	7072	1104	7339	6775
81	5827	6434	8537	2815
5321	4540	8768	8656	1748
9248	5230	25	9466	4242
3222	3413	8517	2252	9327
7498	6939	5813	5403	7716
7835	6611	1313	9912	6285
4321	1284	9213	6725	8093
4946	6882	8953	7470	5320
3075	5285	4169	8336	7593
1457	5310	4307	8464	9764
8003	4968	4437	5917	1869
4079	6844	1179	4750	9283
6395	8190	6901	1564	6235
4515	9034	1058	8806	6719
7319	7757	610	5	4552
4997	5929	1516	4362	3173
1623	2816	5343	6383	8997
5610	8557	7022	1820	1831
5651	7432	7826	7679	2679
4337	8497	1801	6669	3295
5649	8889	8287	3983	4134
6733	1746	3543	3431	2995
9943	4634	6059	1550	2480
4397	6748	9945	2322	4206
6567	9287	8648	1145	5272
2318	5997	8556	7163	8295
6440	5127	6324	3389	3679
9228	3747	2285	1315	4617
4663	5717	4750	8893	5349
7592	7925	1688	5138	722
5295	8455	1107	4386	8602
7224	6780	6013	1474	3155
9206	2607	4995	8725	2020
9416	6638	771	8358	2858
8311	416	98	8360	9471
8918	9628	988	9823	7103
2008	1686	1160	7926	4177
9308	7313	4971	2244	2099
3919	8854	2087	5173	5436
5959	9159	4322	1572	9967
936	4786	3847	6534	6382
9389	5816	9495	9179	3968
9330	5232	6843	435	7817
8085	2768	4580	8969	9460
9414	1218	1729	2916	6552
593	7687	9380	846	5200
7579	8604	5613	5375	7350
3178	791	9279	3744	9617
5652	1945	7570	5851	7807
3449	7777	5838	9706	8572
9810	8333	8983	1411	4075
9806	9964	3769	7827	5706
258	4896	3800	8183	6953
3401	726	9652	8278	5411
9688	1525	4632	5504	8447
3761	887	5966	6780	6970
7793	5027	459	9129	4229
2765	1379	4857	4796	8565
6917	4671	2242	2269	3128
339	966	4124	4429	9552
7176	417	7918	2410	1753
7898	8150	4287	3899	8482
9453	2485	6643	4233	5752
1797	9198	7540	2607	1430
8781	8360	9722	569	2121
1935	567	2820	7982	5070
3882	2490	9729	4411	7688
9262	9357	3128	1859	4184
256	2723	1575	6008	6464
5003	8036	1243	8386	5447
3250	6169	7863	4927	3575
3744	7529	9202	2466	9793
6659	1991	272	5789	1208
9723	6343	5646	1754	9525
7419	4383	7355	9209	9692
5829	6878	3832	199	8152
9796	1767	9700	4719	2846
4615	5106	7956	620	2517
2113	6113	6236	8005	4904
8577	8108	3509	667	4706
1337	672	9051	6640	1618
4764	9448	2857	6561	3962
824	4175	3869	9192	6457
1549	6435	1626	354	5572
171	7474	7726	2927	9692
6174	659	9728	9213	1828
7999	7971	1231	4965	8097
5697	3357	6945	8407	1982
6370	7150	3873	8859	6087
9260	2280	7726	3580	637
5820	617	4367	7110	334
1776	857	9909	2489	2286
5189	3664	2084	8622	1533
8867	9105	8273	829	2331
7365	645	8558	7118	2424
4099	556	5929	9742	9262
2838	9990	9766	1119	4030
6776	9271	6502	5276	6908
9734	4116	2967	6684	801
8234	4966	9233	3078	4584
2073	9765	5559	1601	9273
4101	7924	5658	8816	1976
2727	1658	6864	7057	1471
7398	1143	8044	1677	6422
9042	8138	1441	6488	3602
2440	2139	2524	7344	7959
3807	2897	1284	1249	590
8942	9311	2890	2540	9988
9243	2713	467	4219	3864
9264	2945	1058	9753	121
1121	8983	2528	8334	8192
1108	987	1428	6643	620
8558	9123	8659	9903	6064
6711	8090	762	5947	5269
2614	5403	7862	5249	1531
1137	6860	3439	3935	3723
7874	6647	1354	9726	2124
7067	2596	4783	5230	5916
9475	5275	5121	9375	8268
7849	1799	3150	9433	4263
9015	6835	4451	46	7902
861	4451	2615	9547	8121
8983	4098	7934	8988	5244
5624	5000	661	907	8338
4517	9132	4144	6166	969
2545	2954	4782	45	7969
1493	2221	7205	6512	8703
4939	3490	7852	3225	9024
9575	5010	9829	2022	642
3895	5595	2288	1096	9472
8492	8979	152	7703	1886
413	1907	8888	4128	1726
1255	7883	8035	8316	9888
8294	9397	5731	7303	6263
2718	291	1252	6924	9791
759	5152	5488	7930	6400
3511	3745	740	9588	2949
3974	4055	6112	8945	5529
2048962	2353737	2462373	7491419	6860467
7396865	7872256	9853941	1055707	1270711
2784225	6217796	4352478	7843573	6593253
1515912	1826546	5824810	6396297	8471036
1423951	381048	4838878	4448777	9340863
9255741	9457910	6814818	6023517	3027696
7315106	5810276	1854299	1328658	2384279
4294451	7494781	2142634	4855356	4729166
2536852	9229279	1070011	1990791	5128097
3635337	6825376	9176681	4180193	5401247
9002139	7199810	1487302	6242470	318928
6233501	8734414	1805854	2237605	9935527
2641915	3139805	7561625	6663908	1895798
4223865	3542287	8945532	3089655	4795203
2059847	989445	872311	1257206	6773356
9455849	9218695	9095948	2213054	9596090
9230143	2218979	2484166	7306585	6341680
5021079	9187553	8188294	7972553	3301741
2152680	131664	4678138	3179023	2681713
8188379	4604865	7246212	8608222	5805381
5574310	5475102	1622144	4135758	1298956
8124417	309505	727493	6711710	8513987
212104	2406562	2568596	2893160	7939798
1566373	6114693	2318677	5846529	8345297
5350692	9383333	9917998	9533374	5180247
1177006	8837285	6713998	4481332	5113467
9398279	6678540	7829630	833252	7625765
6756020	5638508	4704086	1543503	609458
5069479	5741859	6961656	7551205	799007
6287375	5802119	5339282	9252071	5261555
1736998	1220367	387813	9579566	3980286
7410412	9558954	9643287	7265692	2893384
38991	5008885	6724748	8133998	5415700
1393764	6837022	7026590	7871134	2062160
7304780	7979358	1309695	8560184	7895371
3094086	223931	9640007	1820781	3724536
7638194	7460268	6228465	9993893	1648123
9219732	1023637	7658224	9722500	6693844
7347275	5193801	7480587	6481667	6972049
5267876	6604890	1331487	8906349	4635697
87224	6926941	3877037	7205662	4022511
5373723	9103195	2598077	9554104	9241265
1487621	2892183	1097291	8383809	991731
9368393	5811603	7486547	4707249	760
1715014	8720315	133510	7791974	3500431
7660389	4704143	8080705	9241414	3034764
235274	5680281	6362249	5643817	9792978
3781274	5619262	8632950	2511168	7619153
5917898	566818	694557	5143890	8254636
7436099	6407379	3837630	2707526	9428483
9547554	6781987	6135331	261962	4657637
8675379	8799853	4899637	3265582	657686
9547590	1985200	4052828	1864951	7891730
6091606	2851961	3383118	3948330	8846870
1175823	1702327	5349939	1537572	1026429
9036326	4846894	6165792	5308102	8488751
6720071	3052422	8209049	401894	6418981
8467225	8531215	6443063	6101034	4901078
2524220	5574352	8047130	9284361	2504718
6305874	1965976	1734348	660860	4975430
1288074	7714796	2951903	3071305	9146994
6831363	1880716	4356928	6417993	4870691
2346067	2710267	4145705	164670	9144169
9981369	8552323	6114156	6777094	3443127
4346540	5967895	5876175	8267972	6719224
566073	1119125	7272613	9467497	482181
9926013	8394771	1187180	4228905	1935784
6329780	754684	8724554	9848072	9845518
1877810	4876936	9585666	9274291	2964964
8422935	9173840	4934353	8566872	9238858
2664926	337947	1305379	5064413	5266245
4768331	1539727	1801770	5801189	1152336
3652847	9736742	380985	9476269	1457684
855644	2318425	8391669	7254140	3071291
2035405	4556282	5365398	3103791	3534444
8956558	3327475	3413299	9322361	4882589
834020	601761	8506271	7557681	8475742
21177	3972696	2160177	5710588	8813483
9354813	3463323	3205046	1810961	2913273
5579929	8681666	3000457	5055655	8299190
1597549	3841998	1847435	7205682	5017671
587784	8779353	286558	2789188	6008316
8219156	1584121	6405775	4224275	7625673
6694683	6960629	4980938	5666174	5740408
6380547	6960084	1641865	1329086	3631445
1441685	649074	2166154	265277	6376194
8308737	775234	9807891	4683495	658894
4289645	1211453	8021180	7026027	4573728
7639410	2757078	2797687	5633913	6326189
7731622	7346736	3882711	8656837	4347442
1925231	5770673	3082877	1827023	8501165
2891373	2337159	9891967	5692703	3654591
275223	3027567	3892581	504838	7752308
1581534	2013345	6225347	1925928	9697460
6273383	9911838	3719336	8295800	2499689
240081	359954	9764151	6522065	4909372
647725	5691801	8056495	3641166	2022642
6482649	3093391	3431082	3506602	6396550
1644401	3108951	8487130	5744666	1546215
4166021	4816253	4295656	7548085	4570246
1016461	1710806	6149167	6968990	3084060
1896811	2146669	9384512	6426914	7884548
4199307	9251990	8914901	7597501	1478327
7726514	2176862	4708500	3053977	192152
8203540	8102634	8986859	6391655	1327608
3216823	5346965	648274	3036680	248080
4001494	4062466	4452241	8319228	8763425
5009797	1615061	2318881	663945	7049981
3661911	2163015	4357960	9715431	7128815
3017052	3335147	5932830	54196	4334500
2986511	1542218	9404022	6191585	5169042
3317006	4806591	2409347	638339	2575431
5463129	8645040	9291444	7957680	9923251
8462435	8848876	2980631	7059044	6154687
1936329	7473193	7758273	8608044	3435204
4407901	7065636	4190245	2116380	5021815
7077971	4108898	8415381	3797845	9039634
5547164	5437764	1099674	2683969	8304370
1669692	8780231	6893075	2136099	6179566
7439843	7124011	7291886	3269476	9935901
9457442	3822145	1580030	6556012	579639
4386979	3414085	4648844	7884871	1925110
199190	5036623	3089048	9513276	8074055
5427525	8104736	1480241	2568034	3341521
3433891	1678709	3065325	5788144	1227269
9309636	9941114	1201900	8337421	6484535
1959582	9166038	5451822	8817177	1920502
7440611	7212286	3755486	681803	6486610
4612095	7325920	1799011	160092	7169785
6410624	9026658	751366	182490	8439131
1451405	3582562	4687217	3441209	3381421
1080284	4073153	2853840	249746	1602058
168914	6561794	1336809	6655368	2417267
1308027	3760802	6043619	8551039	1606254
5769037	8082791	3688369	9479647	5515623
503910	7321306	5851407	727743	3830606
